nome,idade,salario,departamento,faixa_etaria
Carlos,53,6143,Financeiro,Sênior
Carlos,24,7064,TI,Jovem
Ana,22,4050,RH,Jovem
Maria,57,6838,TI,Sênior
Pedro,21,3011,RH,Jovem
Ana,44,5248,RH,Sênior
Maria,27,9525,TI,Jovem
Carlos,51,7644,TI,Sênior
Pedro,48,5982,RH,Sênior
Maria,46,3804,TI,Sênior
Carlos,54,8869,TI,Sênior
Ana,42,6678,RH,Sênior
Carlos,52,9827,RH,Sênior
João,54,9212,Financeiro,Sênior
Maria,57,3110,TI,Sênior
Ana,22,7227,RH,Jovem
Pedro,33,6702,Financeiro,Adulto
Carlos,23,7712,RH,Jovem
Pedro,48,9179,RH,Sênior
Ana,29,7262,Financeiro,Jovem
Maria,51,3387,Financeiro,Sênior
Ana,22,6575,TI,Jovem
Ana,50,5099,TI,Sênior
Ana,24,3722,RH,Jovem
João,21,5185,Financeiro,Jovem
Maria,38,7146,TI,Adulto
Carlos,38,5684,Financeiro,Adulto
João,34,5801,RH,Adulto
Carlos,28,7963,RH,Jovem
Ana,33,5850,Financeiro,Adulto
Pedro,37,8272,TI,Adulto
Pedro,48,4422,RH,Sênior
Pedro,40,7850,Financeiro,Sênior
Carlos,46,7541,RH,Sênior
Maria,40,9122,Financeiro,Sênior
Ana,53,2897,TI,Sênior
Carlos,57,3795,RH,Sênior
Maria,23,7940,RH,Jovem
Pedro,35,6551,Financeiro,Adulto
João,51,4934,Financeiro,Sênior
Maria,43,8277,RH,Sênior
Ana,31,5157,RH,Adulto
Pedro,21,6563,TI,Jovem
Maria,22,4251,RH,Jovem
Pedro,48,8151,TI,Sênior
Maria,29,4857,RH,Jovem
Ana,47,8128,TI,Sênior
Pedro,23,5784,RH,Jovem
Maria,51,7773,RH,Sênior
Carlos,23,5090,Financeiro,Jovem
Pedro,52,6339,Financeiro,Sênior
João,55,9432,TI,Sênior
João,26,2861,TI,Jovem
Carlos,36,8949,RH,Adulto
Ana,34,6736,RH,Adulto
João,54,4659,TI,Sênior
João,34,9953,RH,Adulto
João,39,3413,RH,Adulto
João,55,9923,RH,Sênior
João,26,8668,RH,Jovem
Maria,44,7541,RH,Sênior
João,38,6726,TI,Adulto
João,46,6353,TI,Sênior
Maria,47,9029,TI,Sênior
Ana,36,7812,Financeiro,Adulto
Maria,53,3808,TI,Sênior
João,21,5660,TI,Jovem
Carlos,20,3621,RH,Jovem
Maria,56,5527,RH,Sênior
Ana,54,5996,RH,Sênior
Pedro,60,7105,TI,Sênior
João,38,7458,TI,Adulto
Pedro,58,4177,TI,Sênior
Ana,52,4953,Financeiro,Sênior
Pedro,43,5659,TI,Sênior
Carlos,40,7639,RH,Sênior
Pedro,22,7506,TI,Jovem
Pedro,36,4038,TI,Adulto
Carlos,25,7063,RH,Jovem
Ana,47,7938,RH,Sênior
João,50,7476,RH,Sênior
Ana,51,9776,RH,Sênior
Ana,60,4564,RH,Sênior
João,43,8305,TI,Sênior
Ana,46,4521,RH,Sênior
Maria,23,7811,TI,Jovem
Ana,47,3643,RH,Sênior
Ana,54,8119,RH,Sênior
Pedro,40,8646,RH,Sênior
Maria,22,5179,Financeiro,Jovem
Ana,28,9845,Financeiro,Jovem
João,49,5758,RH,Sênior
Ana,32,8405,TI,Adulto
Pedro,28,2722,TI,Jovem
João,46,6834,RH,Sênior
Pedro,27,6819,RH,Jovem
Ana,41,8328,TI,Sênior
Carlos,20,7393,TI,Jovem
Carlos,53,5242,TI,Sênior
Ana,30,5126,Financeiro,Adulto
Maria,50,4082,Financeiro,Sênior
João,48,5283,RH,Sênior
Maria,36,8268,RH,Adulto
Carlos,57,2918,Financeiro,Sênior
Carlos,38,8119,RH,Adulto
Pedro,54,9700,Financeiro,Sênior
Ana,58,7056,RH,Sênior
João,21,4326,RH,Jovem
João,21,3101,RH,Jovem
Ana,31,4278,RH,Adulto
João,39,5948,Financeiro,Adulto
Maria,32,4985,RH,Adulto
Maria,34,9496,TI,Adulto
Ana,29,9300,TI,Jovem
Ana,52,5755,Financeiro,Sênior
Ana,55,6741,Financeiro,Sênior
Carlos,20,5434,Financeiro,Jovem
Ana,56,4360,TI,Sênior
Pedro,37,9724,RH,Adulto
Carlos,51,7513,TI,Sênior
João,54,7605,RH,Sênior
Pedro,26,2899,RH,Jovem
Ana,57,6785,RH,Sênior
Pedro,49,7725,TI,Sênior
Pedro,27,9546,Financeiro,Jovem
João,22,2855,Financeiro,Jovem
João,28,7632,TI,Jovem
Carlos,32,3695,TI,Adulto
Pedro,28,4698,RH,Jovem
Pedro,58,8803,RH,Sênior
Pedro,46,6093,RH,Sênior
Carlos,54,7102,RH,Sênior
João,28,4966,TI,Jovem
Pedro,45,6898,TI,Sênior
Pedro,44,2919,Financeiro,Sênior
Maria,29,7202,TI,Jovem
Carlos,21,9872,Financeiro,Jovem
Pedro,36,7730,Financeiro,Adulto
Ana,55,5701,RH,Sênior
Maria,49,3832,TI,Sênior
Ana,57,7003,TI,Sênior
Maria,44,4584,RH,Sênior
Pedro,45,5539,RH,Sênior
Carlos,21,6918,TI,Jovem
Carlos,28,3598,RH,Jovem
Carlos,49,8473,Financeiro,Sênior
Pedro,23,8688,RH,Jovem
Maria,40,9407,TI,Sênior
João,20,9309,RH,Jovem
Ana,36,3661,RH,Adulto
Pedro,29,5786,RH,Jovem
Pedro,26,7619,Financeiro,Jovem
Maria,52,2810,TI,Sênior
João,43,6041,RH,Sênior
Carlos,45,6324,TI,Sênior
João,26,5955,TI,Jovem
Carlos,29,3912,RH,Jovem
Pedro,42,4729,RH,Sênior
Pedro,57,5468,TI,Sênior
Pedro,55,6255,RH,Sênior
Carlos,22,4671,RH,Jovem
Maria,50,7482,TI,Sênior
Ana,41,8866,Financeiro,Sênior
Ana,20,3819,RH,Jovem
Carlos,42,7207,TI,Sênior
João,56,9066,RH,Sênior
Pedro,42,8960,TI,Sênior
Maria,58,3481,TI,Sênior
Carlos,32,6580,RH,Adulto
Maria,36,8585,TI,Adulto
Pedro,51,5225,RH,Sênior
Ana,32,7265,RH,Adulto
Ana,26,7903,RH,Jovem
Carlos,30,6123,RH,Adulto
Carlos,36,8980,TI,Adulto
Ana,36,5936,TI,Adulto
Ana,51,7065,Financeiro,Sênior
Pedro,55,7547,RH,Sênior
Carlos,42,3194,Financeiro,Sênior
Maria,54,6112,RH,Sênior
Ana,35,5355,RH,Adulto
Carlos,54,3255,RH,Sênior
Ana,51,6961,Financeiro,Sênior
João,45,3833,TI,Sênior
Carlos,55,9371,RH,Sênior
Maria,22,6559,RH,Jovem
Pedro,31,4126,TI,Adulto
Carlos,49,9597,RH,Sênior
Ana,53,4935,Financeiro,Sênior
Maria,51,2952,RH,Sênior
Carlos,20,7673,TI,Jovem
Pedro,38,7095,RH,Adulto
Ana,50,6570,Financeiro,Sênior
Ana,37,3627,RH,Adulto
Ana,51,6464,RH,Sênior
João,57,6651,TI,Sênior
Carlos,29,3635,TI,Jovem
João,31,5955,RH,Adulto
Pedro,23,5886,TI,Jovem
Ana,48,5201,TI,Sênior
Carlos,31,5630,Financeiro,Adulto
Carlos,60,8459,RH,Sênior
João,52,3130,TI,Sênior
Ana,59,7936,TI,Sênior
Ana,24,5989,RH,Jovem
Ana,49,5251,RH,Sênior
Ana,51,2978,Financeiro,Sênior
João,28,3773,Financeiro,Jovem
Pedro,43,3645,RH,Sênior
João,58,9099,RH,Sênior
Carlos,52,7759,RH,Sênior
Maria,23,5443,TI,Jovem
Carlos,49,9250,TI,Sênior
João,34,7824,Financeiro,Adulto
Carlos,20,8050,Financeiro,Jovem
Pedro,46,7345,RH,Sênior
Pedro,29,6116,TI,Jovem
Maria,55,6030,RH,Sênior
Carlos,24,6315,Financeiro,Jovem
Maria,27,7665,Financeiro,Jovem
Pedro,37,3767,TI,Adulto
Pedro,39,9521,RH,Adulto
Pedro,31,5807,RH,Adulto
João,21,5698,Financeiro,Jovem
Carlos,52,7584,RH,Sênior
Carlos,44,7373,RH,Sênior
Carlos,32,9053,TI,Adulto
Maria,27,4836,RH,Jovem
Ana,31,4778,RH,Adulto
Ana,46,6377,TI,Sênior
Pedro,36,9778,Financeiro,Adulto
Maria,48,9969,TI,Sênior
Carlos,48,6144,TI,Sênior
Maria,47,8003,TI,Sênior
Maria,58,3480,Financeiro,Sênior
Pedro,54,4182,RH,Sênior
Carlos,41,7650,RH,Sênior
Pedro,39,6019,TI,Adulto
Maria,50,8699,RH,Sênior
Ana,44,4548,TI,Sênior
Pedro,35,4808,RH,Adulto
Ana,33,4120,Financeiro,Adulto
Pedro,33,8005,RH,Adulto
Maria,55,3110,RH,Sênior
Maria,31,7221,RH,Adulto
Pedro,50,8741,RH,Sênior
Carlos,36,3634,Financeiro,Adulto
Maria,60,8684,RH,Sênior
Carlos,52,9283,TI,Sênior
Maria,56,3822,RH,Sênior
Carlos,53,5412,RH,Sênior
Maria,59,4219,Financeiro,Sênior
João,43,5913,RH,Sênior
Pedro,38,7965,TI,Adulto
Carlos,41,7882,TI,Sênior
Ana,52,6113,TI,Sênior
Pedro,20,4322,TI,Jovem
Pedro,57,6405,RH,Sênior
João,25,9406,RH,Jovem
Pedro,31,8983,RH,Adulto
Carlos,43,3340,RH,Sênior
Pedro,53,7203,RH,Sênior
Pedro,41,4919,RH,Sênior
Ana,21,6351,TI,Jovem
Maria,32,5670,RH,Adulto
Maria,25,6701,Financeiro,Jovem
Maria,23,9355,TI,Jovem
Ana,29,8454,TI,Jovem
João,21,4245,RH,Jovem
Carlos,54,6960,TI,Sênior
Carlos,20,9486,TI,Jovem
Pedro,39,5974,Financeiro,Adulto
João,49,5530,TI,Sênior
Pedro,57,9473,RH,Sênior
Ana,36,5393,TI,Adulto
Pedro,33,6006,TI,Adulto
Carlos,53,5711,Financeiro,Sênior
Carlos,24,7191,RH,Jovem
Ana,49,5831,TI,Sênior
João,47,9131,RH,Sênior
Carlos,35,7645,TI,Adulto
Ana,33,6525,RH,Adulto
Maria,39,7357,RH,Adulto
Carlos,55,2547,RH,Sênior
João,51,8811,RH,Sênior
Pedro,43,7548,TI,Sênior
Pedro,36,7878,TI,Adulto
Carlos,48,7137,Financeiro,Sênior
Carlos,46,5429,TI,Sênior
Maria,46,9549,RH,Sênior
Ana,21,9909,TI,Jovem
Pedro,53,5633,TI,Sênior
João,30,5979,TI,Adulto
Pedro,58,5143,RH,Sênior
Carlos,24,5498,TI,Jovem
Maria,50,7207,RH,Sênior
Maria,55,4722,Financeiro,Sênior
Carlos,32,5877,TI,Adulto
João,37,7554,RH,Adulto
Carlos,30,5169,RH,Adulto
Pedro,40,5768,TI,Sênior
Ana,45,6670,TI,Sênior
Ana,52,5890,TI,Sênior
Maria,49,8036,RH,Sênior
Carlos,36,5630,RH,Adulto
Pedro,52,9466,RH,Sênior
Pedro,52,9613,TI,Sênior
Ana,53,5365,RH,Sênior
Ana,47,9266,TI,Sênior
Carlos,46,4982,RH,Sênior
Carlos,40,8502,RH,Sênior
Ana,38,9238,RH,Adulto
Maria,50,5765,Financeiro,Sênior
Maria,35,7155,Financeiro,Adulto
Ana,20,6094,Financeiro,Jovem
Maria,46,9874,TI,Sênior
Carlos,20,6768,RH,Jovem
Ana,53,8650,RH,Sênior
Maria,47,6660,TI,Sênior
Carlos,22,5301,Financeiro,Jovem
João,41,9754,Financeiro,Sênior
Pedro,38,5399,RH,Adulto
Pedro,26,7898,RH,Jovem
Ana,44,7848,RH,Sênior
Maria,36,9936,Financeiro,Adulto
Maria,20,9991,RH,Jovem
João,30,9381,RH,Adulto
João,45,7120,Financeiro,Sênior
Pedro,25,4252,Financeiro,Jovem
João,32,8163,RH,Adulto
Pedro,49,3281,TI,Sênior
Ana,47,4505,TI,Sênior
Maria,35,2772,RH,Adulto
Carlos,27,4624,Financeiro,Jovem
Carlos,25,8618,RH,Jovem
Carlos,46,7420,Financeiro,Sênior
Carlos,60,3077,RH,Sênior
Pedro,21,4469,TI,Jovem
Maria,30,3267,Financeiro,Adulto
Maria,29,2627,RH,Jovem
Maria,24,3294,Financeiro,Jovem
Pedro,37,6045,RH,Adulto
João,59,7976,RH,Sênior
João,22,3042,TI,Jovem
João,23,5285,RH,Jovem
Pedro,44,4047,TI,Sênior
Ana,58,5857,TI,Sênior
Maria,40,7035,TI,Sênior
Ana,38,8584,RH,Adulto
Pedro,32,9448,TI,Adulto
Maria,40,6363,RH,Sênior
Ana,55,9303,RH,Sênior
Pedro,57,4873,TI,Sênior
João,22,3422,RH,Jovem
Pedro,41,6929,TI,Sênior
Ana,50,5797,Financeiro,Sênior
Maria,50,3253,RH,Sênior
Maria,53,6295,Financeiro,Sênior
Maria,43,6993,TI,Sênior
Carlos,54,7263,RH,Sênior
João,50,2541,RH,Sênior
Carlos,55,2698,Financeiro,Sênior
Pedro,24,8074,RH,Jovem
Carlos,51,7646,RH,Sênior
Pedro,56,9751,TI,Sênior
Maria,36,3530,TI,Adulto
Pedro,42,7782,TI,Sênior
Pedro,55,4039,TI,Sênior
Maria,23,4900,Financeiro,Jovem
Ana,41,7352,TI,Sênior
João,55,9263,TI,Sênior
Ana,27,4460,RH,Jovem
Carlos,37,5914,Financeiro,Adulto
Maria,59,4691,TI,Sênior
Carlos,50,8008,Financeiro,Sênior
Ana,29,6934,TI,Jovem
Pedro,56,2755,RH,Sênior
Carlos,53,7724,TI,Sênior
Ana,54,7438,RH,Sênior
Pedro,48,7548,Financeiro,Sênior
Pedro,27,9297,Financeiro,Jovem
Pedro,33,3845,TI,Adulto
Maria,55,9298,RH,Sênior
João,28,8088,RH,Jovem
João,48,7032,TI,Sênior
Carlos,40,4197,Financeiro,Sênior
Ana,38,4621,RH,Adulto
Ana,27,7010,RH,Jovem
Maria,27,6952,RH,Jovem
João,59,3388,TI,Sênior
Pedro,35,6825,TI,Adulto
João,29,9513,RH,Jovem
Pedro,24,4361,TI,Jovem
João,49,5936,TI,Sênior
Pedro,52,6013,Financeiro,Sênior
Maria,25,7078,Financeiro,Jovem
Ana,31,4537,TI,Adulto
Carlos,37,3488,TI,Adulto
Carlos,25,9131,RH,Jovem
Pedro,56,3798,Financeiro,Sênior
Carlos,23,2839,TI,Jovem
Carlos,45,2540,Financeiro,Sênior
Ana,56,7122,Financeiro,Sênior
Carlos,50,5250,RH,Sênior
Pedro,36,6166,TI,Adulto
João,27,7364,TI,Jovem
Pedro,35,8130,RH,Adulto
Carlos,42,6747,TI,Sênior
Ana,56,9850,Financeiro,Sênior
Carlos,44,4789,RH,Sênior
João,41,7980,TI,Sênior
Ana,59,9672,RH,Sênior
Carlos,56,8177,TI,Sênior
Maria,37,4805,TI,Adulto
João,60,7056,Financeiro,Sênior
Ana,23,4050,Financeiro,Jovem
Maria,22,4832,RH,Jovem
Pedro,31,6459,RH,Adulto
João,33,9486,RH,Adulto
João,21,6892,TI,Jovem
Ana,47,6873,TI,Sênior
Pedro,37,3098,RH,Adulto
João,57,6153,RH,Sênior
Maria,24,3426,RH,Jovem
João,53,9752,RH,Sênior
João,26,9118,Financeiro,Jovem
Maria,44,4150,RH,Sênior
Pedro,48,2882,RH,Sênior
Carlos,50,4536,RH,Sênior
João,45,8863,RH,Sênior
Ana,20,4941,Financeiro,Jovem
Maria,34,5824,RH,Adulto
Pedro,32,6104,RH,Adulto
Ana,49,9337,Financeiro,Sênior
Carlos,21,6829,TI,Jovem
Maria,37,4557,TI,Adulto
Carlos,38,5704,TI,Adulto
Maria,48,6333,TI,Sênior
João,32,7617,RH,Adulto
Pedro,59,4063,RH,Sênior
Pedro,20,4025,RH,Jovem
Maria,20,8753,RH,Jovem
Maria,22,6574,TI,Jovem
João,22,3773,RH,Jovem
João,33,3205,RH,Adulto
Maria,20,4680,Financeiro,Jovem
Pedro,51,4209,RH,Sênior
João,42,6071,RH,Sênior
João,32,3518,TI,Adulto
Carlos,34,7417,RH,Adulto
Carlos,51,9524,TI,Sênior
Pedro,23,5845,TI,Jovem
Carlos,24,9094,RH,Jovem
Carlos,56,5387,Financeiro,Sênior
Carlos,24,8598,Financeiro,Jovem
Pedro,25,7522,RH,Jovem
Maria,56,4599,RH,Sênior
Ana,41,6508,Financeiro,Sênior
João,41,4557,RH,Sênior
Ana,40,7391,TI,Sênior
Maria,57,5239,RH,Sênior
Ana,49,8414,Financeiro,Sênior
João,40,6466,RH,Sênior
Maria,50,6879,TI,Sênior
Pedro,43,7355,Financeiro,Sênior
João,33,4482,TI,Adulto
Pedro,54,5328,RH,Sênior
Maria,21,9583,RH,Jovem
Maria,48,6174,TI,Sênior
Ana,29,3518,TI,Jovem
Ana,31,9504,TI,Adulto
Pedro,53,7655,TI,Sênior
João,52,3958,TI,Sênior
Carlos,27,7348,RH,Jovem
João,24,3147,TI,Jovem
Maria,36,6177,RH,Adulto
Pedro,52,6773,TI,Sênior
Ana,46,4107,Financeiro,Sênior
Pedro,50,3633,TI,Sênior
João,55,3162,RH,Sênior
Pedro,43,2637,TI,Sênior
Maria,56,5779,RH,Sênior
Carlos,23,7041,RH,Jovem
João,38,5662,TI,Adulto
Ana,33,5414,RH,Adulto
Carlos,24,3061,TI,Jovem
Ana,51,4359,TI,Sênior
Maria,27,4089,TI,Jovem
Pedro,48,4600,RH,Sênior
Ana,20,8618,RH,Jovem
João,31,3417,Financeiro,Adulto
Maria,32,9161,Financeiro,Adulto
Ana,20,3758,RH,Jovem
Pedro,50,8762,RH,Sênior
Ana,55,2667,TI,Sênior
Carlos,55,3184,RH,Sênior
Carlos,45,4726,TI,Sênior
Ana,48,9439,Financeiro,Sênior
Maria,52,8568,RH,Sênior
Carlos,28,9640,RH,Jovem
Maria,42,6945,Financeiro,Sênior
Carlos,46,3546,TI,Sênior
Maria,58,5666,RH,Sênior
Maria,53,8595,TI,Sênior
Maria,28,2672,Financeiro,Jovem
Pedro,30,5775,RH,Adulto
Carlos,38,4894,TI,Adulto
Pedro,42,5338,TI,Sênior
Ana,46,8435,Financeiro,Sênior
Pedro,41,3477,RH,Sênior
Carlos,41,4789,TI,Sênior
Carlos,56,9505,TI,Sênior
Carlos,29,5684,TI,Jovem
Maria,52,3929,TI,Sênior
Ana,44,3791,TI,Sênior
Maria,40,7799,TI,Sênior
Carlos,32,7697,TI,Adulto
Maria,48,6403,TI,Sênior
Maria,43,9037,Financeiro,Sênior
Carlos,52,5663,Financeiro,Sênior
Ana,54,3948,RH,Sênior
Pedro,41,2978,TI,Sênior
Ana,26,3764,RH,Jovem
Carlos,60,8137,RH,Sênior
Maria,45,9382,RH,Sênior
Carlos,39,9004,TI,Adulto
Ana,31,5136,RH,Adulto
Pedro,41,9015,Financeiro,Sênior
Pedro,58,2501,RH,Sênior
Carlos,27,8736,Financeiro,Jovem
João,58,7525,Financeiro,Sênior
Maria,44,9985,RH,Sênior
João,22,3984,RH,Jovem
Ana,42,5469,TI,Sênior
Carlos,30,3414,Financeiro,Adulto
João,32,7420,RH,Adulto
Maria,29,7809,Financeiro,Jovem
João,20,3029,Financeiro,Jovem
João,55,8970,Financeiro,Sênior
Maria,29,9542,RH,Jovem
Maria,27,6769,Financeiro,Jovem
Ana,30,5841,Financeiro,Adulto
Maria,30,6218,RH,Adulto
Ana,33,6763,RH,Adulto
Ana,56,7925,TI,Sênior
Ana,44,4450,Financeiro,Sênior
Ana,46,3807,TI,Sênior
Ana,60,9745,TI,Sênior
João,33,4297,RH,Adulto
Pedro,27,5926,TI,Jovem
Maria,37,8922,Financeiro,Adulto
Carlos,46,4655,TI,Sênior
Maria,59,9483,TI,Sênior
Ana,36,6008,TI,Adulto
Pedro,38,6515,RH,Adulto
Ana,42,2628,RH,Sênior
João,51,4629,TI,Sênior
Carlos,42,5330,TI,Sênior
Carlos,53,6108,RH,Sênior
Ana,36,2663,TI,Adulto
Ana,22,3296,TI,Jovem
João,31,9438,RH,Adulto
Carlos,53,5533,Financeiro,Sênior
Carlos,20,6182,RH,Jovem
Ana,26,9123,TI,Jovem
Carlos,51,6291,Financeiro,Sênior
Ana,54,5263,RH,Sênior
Ana,57,5031,Financeiro,Sênior
Carlos,40,9132,RH,Sênior
Ana,60,3131,TI,Sênior
Ana,23,8082,TI,Jovem
Carlos,52,7977,TI,Sênior
Pedro,43,4130,RH,Sênior
Ana,41,7643,TI,Sênior
Pedro,26,7542,RH,Jovem
Pedro,38,4937,RH,Adulto
Pedro,37,4382,TI,Adulto
Maria,25,8158,Financeiro,Jovem
Ana,28,4027,RH,Jovem
Carlos,26,6418,RH,Jovem
Maria,20,4556,RH,Jovem
Pedro,58,7676,TI,Sênior
Ana,31,9321,TI,Adulto
Ana,44,4264,RH,Sênior
Carlos,20,7541,RH,Jovem
Ana,53,5260,Financeiro,Sênior
João,27,7113,Financeiro,Jovem
Ana,55,8762,Financeiro,Sênior
Carlos,39,7675,TI,Adulto
João,26,9645,TI,Jovem
João,55,8542,TI,Sênior
João,23,4420,RH,Jovem
Maria,27,4700,RH,Jovem
Carlos,35,3690,TI,Adulto
João,53,6966,RH,Sênior
Pedro,33,3457,RH,Adulto
Pedro,40,7893,RH,Sênior
Maria,36,9916,TI,Adulto
Ana,36,9524,TI,Adulto
João,51,6682,TI,Sênior
Maria,32,3734,TI,Adulto
Ana,36,6916,TI,Adulto
Carlos,57,6686,RH,Sênior
Maria,56,3335,RH,Sênior
João,27,8751,RH,Jovem
João,22,3941,RH,Jovem
Pedro,41,7667,TI,Sênior
Maria,58,6320,RH,Sênior
Ana,43,8040,RH,Sênior
João,38,7338,Financeiro,Adulto
Pedro,50,7270,Financeiro,Sênior
Carlos,31,4385,RH,Adulto
Maria,28,3232,RH,Jovem
João,44,4908,TI,Sênior
João,34,5829,TI,Adulto
Maria,32,8006,TI,Adulto
Pedro,54,5191,RH,Sênior
Maria,24,6313,TI,Jovem
Maria,24,4297,TI,Jovem
João,34,4514,Financeiro,Adulto
Maria,53,4254,TI,Sênior
Pedro,43,9165,RH,Sênior
Pedro,22,5414,TI,Jovem
Maria,50,8653,TI,Sênior
Carlos,24,5159,RH,Jovem
Carlos,45,8885,TI,Sênior
Ana,59,5004,TI,Sênior
João,47,9835,TI,Sênior
Ana,51,5645,Financeiro,Sênior
Ana,28,3335,RH,Jovem
Carlos,38,5219,RH,Adulto
Maria,52,6899,RH,Sênior
Maria,46,4585,RH,Sênior
Pedro,23,8927,TI,Jovem
Pedro,33,3595,TI,Adulto
Carlos,38,3684,TI,Adulto
Carlos,46,4173,RH,Sênior
Ana,20,3102,TI,Jovem
João,50,2949,TI,Sênior
João,36,6300,TI,Adulto
Maria,47,7897,RH,Sênior
Ana,31,4909,Financeiro,Adulto
Pedro,51,3171,Financeiro,Sênior
João,37,6403,TI,Adulto
Pedro,44,5312,Financeiro,Sênior
João,46,4831,RH,Sênior
Ana,57,9560,TI,Sênior
Pedro,31,5676,RH,Adulto
Ana,45,2575,TI,Sênior
Ana,54,6200,TI,Sênior
Maria,22,5697,RH,Jovem
Ana,33,9672,TI,Adulto
Maria,35,3770,Financeiro,Adulto
Carlos,60,7838,RH,Sênior
Carlos,47,7351,RH,Sênior
Pedro,43,9403,TI,Sênior
Maria,30,6259,Financeiro,Adulto
Pedro,48,8421,RH,Sênior
Ana,25,6359,TI,Jovem
Pedro,24,6521,RH,Jovem
Pedro,20,8216,TI,Jovem
Carlos,37,6082,RH,Adulto
Maria,31,4426,RH,Adulto
João,33,8151,TI,Adulto
João,41,5614,RH,Sênior
Carlos,56,4290,TI,Sênior
João,30,4617,RH,Adulto
João,36,5099,Financeiro,Adulto
Maria,40,2796,TI,Sênior
Pedro,51,5362,RH,Sênior
Pedro,38,6912,TI,Adulto
Maria,47,6507,Financeiro,Sênior
Maria,45,4117,TI,Sênior
Maria,60,6780,TI,Sênior
Ana,28,7100,Financeiro,Jovem
João,57,5458,RH,Sênior
Maria,55,3711,RH,Sênior
João,48,7859,RH,Sênior
Pedro,26,7644,Financeiro,Jovem
Carlos,27,5120,RH,Jovem
Ana,28,4883,TI,Jovem
Ana,35,6171,TI,Adulto
Pedro,49,9640,RH,Sênior
João,54,9729,RH,Sênior
Carlos,56,6427,TI,Sênior
Maria,50,3016,RH,Sênior
Pedro,49,7779,RH,Sênior
Ana,37,8926,Financeiro,Adulto
Pedro,55,6384,Financeiro,Sênior
Carlos,41,4576,TI,Sênior
Pedro,38,8526,Financeiro,Adulto
Carlos,52,7738,RH,Sênior
Maria,51,7527,Financeiro,Sênior
Ana,25,8407,RH,Jovem
Carlos,28,5240,RH,Jovem
Ana,53,5689,TI,Sênior
Ana,43,8859,RH,Sênior
Maria,37,4602,Financeiro,Adulto
Ana,33,3016,TI,Adulto
Carlos,25,9048,TI,Jovem
Carlos,24,9125,TI,Jovem
Maria,57,5310,TI,Sênior
Pedro,48,6922,TI,Sênior
Ana,44,2867,Financeiro,Sênior
Ana,52,8062,RH,Sênior
João,41,4424,TI,Sênior
Maria,42,6033,TI,Sênior
Maria,22,5702,Financeiro,Jovem
Pedro,53,9051,Financeiro,Sênior
Carlos,59,6897,RH,Sênior
Ana,59,6392,RH,Sênior
João,59,5152,RH,Sênior
Carlos,29,4009,TI,Jovem
João,43,4423,RH,Sênior
Ana,35,5774,RH,Adulto
Pedro,41,8878,RH,Sênior
Maria,47,3709,RH,Sênior
Ana,25,4367,TI,Jovem
João,33,9654,Financeiro,Adulto
João,33,4693,RH,Adulto
Ana,55,3817,Financeiro,Sênior
Carlos,27,9197,TI,Jovem
Pedro,24,7432,RH,Jovem
Carlos,36,6272,RH,Adulto
Carlos,29,4501,TI,Jovem
João,52,5778,Financeiro,Sênior
Ana,50,7625,RH,Sênior
Ana,51,8162,TI,Sênior
Ana,55,8813,RH,Sênior
João,56,7612,Financeiro,Sênior
João,40,6852,TI,Sênior
Maria,37,8400,RH,Adulto
Maria,47,7556,TI,Sênior
Maria,59,5782,RH,Sênior
Pedro,21,4697,TI,Jovem
Maria,53,4958,Financeiro,Sênior
Pedro,51,7028,RH,Sênior
Carlos,57,3079,TI,Sênior
Maria,46,2782,Financeiro,Sênior
Carlos,30,4999,Financeiro,Adulto
Carlos,42,9350,Financeiro,Sênior
João,59,8996,TI,Sênior
Ana,29,3539,TI,Jovem
Ana,56,8210,TI,Sênior
Pedro,20,8552,Financeiro,Jovem
Pedro,51,3409,RH,Sênior
Carlos,56,9290,Financeiro,Sênior
Pedro,27,3587,Financeiro,Jovem
Carlos,23,5038,TI,Jovem
Maria,60,9688,RH,Sênior
João,37,3691,RH,Adulto
João,32,4560,Financeiro,Adulto
Pedro,58,8683,TI,Sênior
Ana,43,5811,Financeiro,Sênior
João,56,6526,RH,Sênior
João,25,3157,RH,Jovem
Carlos,55,3610,Financeiro,Sênior
Pedro,43,7572,RH,Sênior
Ana,42,5507,RH,Sênior
João,55,6502,Financeiro,Sênior
João,51,8893,Financeiro,Sênior
Ana,29,7391,Financeiro,Jovem
Pedro,47,3818,TI,Sênior
Carlos,55,9571,TI,Sênior
Pedro,55,4076,Financeiro,Sênior
João,21,2535,RH,Jovem
Pedro,51,6444,Financeiro,Sênior
Ana,50,6681,TI,Sênior
João,31,6004,TI,Adulto
Pedro,40,5384,RH,Sênior
Maria,36,6492,Financeiro,Adulto
Pedro,33,7608,Financeiro,Adulto
João,38,2675,TI,Adulto
João,49,8026,TI,Sênior
Pedro,37,4232,TI,Adulto
Carlos,59,6526,TI,Sênior
Pedro,24,2850,TI,Jovem
Ana,32,3523,RH,Adulto
João,21,5088,RH,Jovem
Pedro,20,4045,RH,Jovem
Ana,60,6214,RH,Sênior
João,46,8073,RH,Sênior
Ana,47,7952,RH,Sênior
Carlos,42,3884,TI,Sênior
Pedro,48,5424,Financeiro,Sênior
João,38,5370,RH,Adulto
Pedro,51,6940,Financeiro,Sênior
Maria,50,2730,Financeiro,Sênior
Carlos,52,7390,Financeiro,Sênior
